Teams,Auto Coral L1,Auto Coral L2,Auto Coral L3,Auto Coral L4,Teleop Coral L1,Teleop Coral L2,Teleop Coral L3,Teleop Coral L4,Auto Remove Algae #,Missed #,Processor #,Net #,Algae left in reef
1229,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
